Company Name,Growth Score,Mindshare Score,Momentum Score,Mattermark URL,Website,Description,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Industry,Business Model,Keywords,Investors,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Has Google Play App,Has iTunes App,Months since last funding,Employees added since last funding,New person months since last funding,New funding employee growth,Date Added
Project-RAY,65,65,-669,https://mattermark.com/app/data/119973/project-ray,http://project-ray.com,"The first smartphone specially developed for the blind & visually impaired",No,,,,hardware|mobile,B2B,medical devices|social good,,6,6,0,0,5,1,20,512,530,-3,390,31,,,,,,1397,1394,0,1373,2,3,6,-50,19,33,-42,,,,,,,,,,,,66,64,3,59,12,,Exited (ipo),,,,yokne'am ilit,yokne'am ilit,,,isr,AS,Yes,Yes,No,,,,,2013-04-26
Kuan Intelligence,65,65,0,https://mattermark.com/app/data/11291484/,http://kuaninc.com,"",No,,,,finance,B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-01-22
ReMoni,64,64,27,https://mattermark.com/app/data/11240313/,http://remoni.eu,"ReMoni will monitor your technical installations to avoid loss of resources  in an easy, cheap and flexible way.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,østbirk,,,dnk,EU,No,No,No,,,,,2015-11-13
localizationguru.com,63,63,-22,https://mattermark.com/app/data/10929312/,http://localizationguru.com,"Professional human translations. Localization Guru provides quality translations by native speaking professionals located worldwide.",No,,,,e-commerce|media,,,,3,,,,,,,17,17,0,37,-54,,,,,,462,,,,,,,,,,,520,520,0,510,2,1,1,0,10,,,21,20,5,19,11,,No Known Funding,,,,bratislava,bratislava,,,svk,EU,No,No,No,,,,,2015-03-18
Braci,62,62,-214,https://mattermark.com/app/data/207273/,http://braci.co,"Sensing Sounds Solutions",No,,,,internet of things|mobile,,,,6,7,-1,-14,6,0,0,62,62,0,63,-2,,,,,,274,276,-1,258,6,0,6,-100,6,23,-74,1920,1919,0,1928,0,3,3,0,6,6,0,17,17,0,15,13,,No Known Funding,,,,,,,,,,Yes,Yes,Yes,,,,,2013-10-21
Ideable Solutions,62,62,448,https://mattermark.com/app/data/191358/,http://ideable.net,"social innovation",No,,,,,B2B,,,10,11,-1,-9,8,2,25,37,51,-27,65,-43,,,,,,680,678,0,674,1,0,6,-100,20,57,-65,225,225,0,223,1,1,1,0,12,12,0,131,129,2,124,6,2011,No Known Funding,,,,bilbao,bilbao,,,esp,EU,No,No,No,,,,,2013-09-26
sensewaves.io,62,62,18,https://mattermark.com/app/data/10722618/,http://sensewaves.io,"IoT signal-to-noise ratio booster",No,,,,analytics|energy|internet of things,B2B,big data|internet of things,,,,,,,,,31,51,-39,92,-66,,,,,,296,289,2,281,5,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,paris,paris,,,fra,EU,No,No,No,,,,,2014-10-29
TimeJoy,62,62,24,https://mattermark.com/app/data/10991813/,http://timejoy.co,"TimeJoy. Intelligent Personal Assistant for the overcommited and overscheduled.",No,,,,mobile,B2C,iphone,,,,,,,,,23,26,-12,80,-71,,,,,,281,278,1,277,1,,,,,,,277,277,0,269,3,130,130,0,1,1,0,,,,,,,No Known Funding,,,,bay area,san francisco,bay area,CA,usa,NA,No,No,No,,,,,2015-05-17
Revisely,61,61,57,https://mattermark.com/app/data/10852811/,http://revise.ly,"Met Revisely kunnen docenten Nederlands, Engels en Spaans digitaal teksten nakijken en leerlingen relevante feedback geven. Meer inzicht voor schoolleiding.",No,,,,education,,,,,,,,,,,10,,,,,,,,,,206,202,2,198,4,,,,,,,37,36,3,36,3,3,,,3,,,,,,,,,No Known Funding,,,,utrecht,utrecht,,,nld,EU,No,No,No,,,,,2014-11-07
Pzartech,61,61,0,https://mattermark.com/app/data/274933/,http://pzartech.com,"Pzartech is a 3D designs marketplace and local printing service. Buy and sell 3D designs.
Easy, fast and affordable.",Yes,,,,,,3d printing,,4,5,-1,-20,6,-2,-33,33,20,65,42,-21,,,,,,189,190,-1,191,-1,1,0,,4,58,-93,1061,1060,0,1048,1,22,22,0,14,14,0,59,58,2,55,7,2014,No Known Funding,,,,tel aviv,tel aviv,,,isr,AS,No,No,No,,,,,2014-05-10
European Alliance for Innovation,61,61,-119,https://mattermark.com/app/data/10563591/,http://eai.eu,"European Alliance for Innovation (EAI) is a community of ICT innovators organizing computer science summits and conferences.",No,,,,,,,,32,31,1,3,18,14,78,1077,,,,,,,,,,,,,,,,,,,,,3228,3224,0,3188,1,23,23,0,33,27,22,413,,,,,,No Known Funding,,,,gent,gent,,,bel,EU,No,No,No,,,,,2014-10-08
phantominds.com,60,60,-233,https://mattermark.com/app/data/10216492/,http://phantominds.com,"PhantoMinds is a crowdsourcing provider for innovations and connect their community who develop innovations with companies looking for them.",No,,,,enterprise software,B2B|B2C|Consulting,community,,5,5,0,0,5,0,0,253,294,-14,399,-37,,,,,,623,629,-1,613,2,,,,,,,1046,1049,0,1048,0,33,33,0,17,17,0,9,9,0,8,13,2014,No Known Funding,,,,hamburg,hamburg,,,deu,EU,No,No,No,,,,,2014-09-14
leeluu.fi,60,60,0,https://mattermark.com/app/data/10645694/,http://leeluu.fi,"LeeLuu Lights helps families to sleep better",No,,,,,,,,7,7,0,0,6,1,17,5,5,0,35,-86,,,,,,1118,1092,2,1043,7,,,,,,,,,,,,,,,,,,13,13,0,12,8,,No Known Funding,,,,finland,,,,fin,EU,No,No,No,,,,,2014-10-20
3dprinteo.com,60,60,73,https://mattermark.com/app/data/10161397/,http://3dprinteo.com,"3DPrinteo develops a SaaS to help 3DPrinting Providers to take orders online using intelligent algorithm and sales automation technology",No,,,,,,,,9,7,2,29,4,5,125,95,83,14,182,-48,,,,,,109,113,-4,82,33,,,,,,,,,,,,,,,,,,18,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-09-11
doowapp.me,60,60,-124,https://mattermark.com/app/data/10889346/,http://doowapp.me,"Some call it music messaging, we call it DooWapp",No,,,,mobile|music,B2C,messaging|streaming film / tv,,4,,,,,,,75,36,108,11,582,,,,,,301,306,-2,,,,,,,,,136,135,1,131,4,2,,,3,3,0,,,,,,2013,No Known Funding,,,,london,london,london,,gbr,EU,Yes,Yes,No,,,,,2014-12-10
AVUXI,60,56,240,https://mattermark.com/app/data/129356/avuxi,http://avuxi.com,"AVUXI enables users to measure, rank, and visualize popular areas and places in various cities.",No,,,,analytics|travel,B2B|B2C,augmented reality|big data|business intelligence|location based services (lbs),Startupbootcamp|Wayra,5,5,0,0,5,0,0,254,268,-5,198,28,,,,,,356,354,1,343,4,0,15,-100,17,3,467,2792,2795,0,2799,0,6,6,0,3,3,0,51,50,2,48,6,2014,Pre Series A,0,2013-08-05,,,,,,,,No,No,No,31,3,62,0,2013-04-26
kissmyshoe.com,59,59,4,https://mattermark.com/app/data/11309515/,http://kissmyshoe.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,10075,10063,0,,,561,561,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
alpify.com,59,59,34,https://mattermark.com/app/data/10888085/,http://alpify.com,"Otro sitio realizado con WordPress",No,,,,,,,,6,6,0,0,,,,1552,1407,10,1366,14,,,,,,4476,4458,0,4417,1,,,,,,,3930,3922,0,3744,5,33,33,0,57,124,-54,33,33,0,31,6,,No Known Funding,,,,,,,,,,Yes,Yes,No,,,,,2014-11-26
UXprobe,57,57,80,https://mattermark.com/app/data/10901438/,http://uxpro.be,"User Experience analytics for apps (SaaS)",No,,,,analytics|cloud computing|enterprise software,B2B,,CreatiFi,5,5,0,0,4,1,25,3,3,0,3,0,,,,,,625,620,1,606,3,,,,,,,116,116,0,112,4,3,3,0,4,,,43,42,2,40,8,2013,Pre Series A,111930,2015-12-08,111930,belgium,,,,bel,EU,No,No,No,3,0,0,0,2014-12-17
Gro Play Digital,57,57,274,https://mattermark.com/app/data/11037668/,http://groplay.com,"GRO PLAY creates award-winning games about the GOOD LIFE and SUSTAINABLE LIVING.",No,,,,mobile,,,,,,,,,,,,,,,,492,492,0,,,,,,,,,,,,,,668,668,0,669,0,2,2,0,3,3,0,,,,,,,No Known Funding,,,,,,,,,,Yes,Yes,Yes,,,,,2015-08-19
DOTSOFT SA,57,57,44,https://mattermark.com/app/data/10202935/,http://dotsoft.gr,"",No,,,,,B2C,,,15,15,0,0,,,,124,113,10,85,46,,,,,,72,,,,,,,,,,,240,239,0,235,2,1,,,10,,,137,,,,,,No Known Funding,,,,thessaloniki,thessaloniki,,,grc,EU,No,No,No,,,,,2014-09-13
PLUX - Wireless Biosignals SA,55,55,25,https://mattermark.com/app/data/10353801/,http://plux.info,"PLUX creates innovative products for Physiotherapists and Researchers, by developing an advanced biosignal monitoring platform that",No,,,,,,,,19,,,,,,,23,,,,,,,,,,123,122,1,116,6,,,,,,,883,881,0,872,1,6,6,0,3,3,0,731,,,,,,No Known Funding,,,,lisbon,lisbon,,,prt,EU,No,No,No,,,,,2014-09-22
Diabetes Lab,55,55,67,https://mattermark.com/app/data/281143/,http://diabeteslab.org,"",No,,,,analytics|enterprise software|health it|healthcare|mobile,B2C,big data|diabetes|health & wellness,,2,2,0,0,1,1,100,2,2,0,2,0,,,,,,896,897,0,901,-1,0,2,-100,3,3,0,340,340,0,330,3,3,,,2,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-05-30
Limecraft,55,51,3,https://mattermark.com/app/data/79467/,http://limecraft.com,"Limecraft designs and develops various applications for creative professionals and digital production environments.",No,,,,media,B2B|B2C|SaaS,film production|video,,13,13,0,0,14,-1,-7,167,46,263,24,596,,,,,,768,762,1,744,3,2,0,,3,5,-40,405,403,0,402,1,2,,,7,7,0,149,148,1,144,3,2010,Pre Series A,0,2012-12-26,,gent,gent,,,bel,EU,No,No,No,38,3,76,0,2013-04-04
CloudGuide,55,51,60,https://mattermark.com/app/data/216397/cloudguide,http://cloudguide.me,"CloudGuide is a new, mobile and social experience to learn, share and view the world's cultural heritage.",No,,,,hospitality|mobile|travel,B2C,tourism,Ecosystem Ventures,7,7,0,0,7,0,0,18,18,0,6,200,,,,,,581,569,2,536,8,3,0,,4,10,-60,632,630,0,622,2,18,18,0,13,13,0,22,22,0,21,5,2013,Pre Series A,0,,,barcelona,barcelona,,,esp,EU,Yes,Yes,No,,,,,2013-11-16
brain-e.pt,54,54,54,https://mattermark.com/app/data/11309437/,http://brain-e.pt,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
GoalShouter,54,54,464,https://mattermark.com/app/data/124044/,http://goalshouter.com,"",No,,,,entertainment|mobile|social networking,B2C,crowdsourcing|sports,,8,9,-1,-11,5,3,60,474,317,50,485,-2,,,,,,3790,,,,,2,2,0,9,48,-81,3571,3567,0,3553,1,27,27,0,32,32,0,44,42,5,38,16,2012,No Known Funding,,,,ireland,,,,irl,EU,Yes,Yes,No,,,,,2013-04-26
Kukua,54,54,26,https://mattermark.com/app/data/11085054/,http://kukua.cc,"Weather Services for Sub-Saharan Africa",No,,,,,,,,,,,,,,,4,4,0,,,,,,,,13,13,0,,,,,,,,,63,57,11,29,117,43,43,0,6,4,50,,,,,,,No Known Funding,,,,hilversum,hilversum,,,nld,EU,No,No,No,,,,,2015-08-21
albaproject.it,53,53,53,https://mattermark.com/app/data/11309407/,http://albaproject.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
MusicSense,53,53,-259,https://mattermark.com/app/data/11078132/,http://musicsense.me,"An app which displays a personalized music feed based on the users existing music content and 40,000 radio stations.",No,,,,media|mobile|music,B2C,content discovery,,,,,,,,,300,305,-2,,,,,,,,803,810,-1,792,1,,,,,,,330,329,0,325,2,4,4,0,3,3,0,,,,,,,No Known Funding,,,,manchester,manchester,,,gbr,EU,No,No,No,,,,,2015-08-21
wings-ict-solutions.eu,53,53,53,https://mattermark.com/app/data/11309389/,http://wings-ict-solutions.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
TICKEY,53,53,-289,https://mattermark.com/app/data/11010342/,http://tickey.me,"Electronic public transportation ticketing system",No,,,,transportation,B2C,,,,,,,,,,7,7,0,77,-91,,,,,,85,75,13,74,15,,,,,,,2032,2033,0,1967,3,25,25,0,56,58,-3,,,,,,,No Known Funding,,,,sofia,sofia,,,bgr,EU,No,No,No,,,,,2015-06-25
Lhings,52,52,51,https://mattermark.com/app/data/191268/,http://lhings.com,"Lhings, The Social Cloud for Your Things",No,,,,,,,,3,3,0,0,3,0,0,48,48,0,62,-23,,,,,,547,545,0,539,1,3,0,,5,21,-76,,,,,,,,,,,,122,122,0,114,7,,No Known Funding,,,,barcelona,barcelona,,,esp,EU,Yes,Yes,No,,,,,2013-09-26
Donkey Republic,52,52,267,https://mattermark.com/app/data/10916356/,http://donkeyrepublic.com,"Next-generation bike sharing. Turnkey solutions for fleet management and 
bicycle share systems.",No,,,,,,,,,,,,,,,47,28,68,28,68,,,,,,1406,1383,2,,,,,,,,,849,839,1,794,7,35,35,0,60,44,36,,,,,,,No Known Funding,,,,copenhagen,copenhagen,,,dnk,EU,No,No,No,,,,,2015-02-09
Appscend,52,52,-831,https://mattermark.com/app/data/69690/,http://appscend.com,"Appscend is a fully featured mobile application platform that enables you to develop, manage, optimize and monetize cross-platform, native mobile apps",No,,,,mobile,B2B,cms|mobile apps,,5,6,-1,-17,9,-4,-44,2429,3401,-29,7499,-68,,13,,34,,279,280,0,279,0,0,0,,3,6,-50,668,667,0,666,0,1,,,1,1,0,98,95,3,89,10,2011,Pre Series A,40000,2012-12-05,40000,new york,new york,new york,NY,usa,NA,Yes,Yes,Yes,39,-4,39,1025.64,2013-04-04
inmotemt.nl,52,52,104,https://mattermark.com/app/data/11309489/,http://inmotemt.nl,"",No,,,,,,,,,,,,,,,,,,,,,,,,,460,461,0,,,,,,,,,6,6,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
nozominetworks.com,51,51,0,https://mattermark.com/app/data/11309255/,http://nozominetworks.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,53,53,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Singularity BV,51,51,-270,https://mattermark.com/app/data/263747/,http://watly.co,"Watly is a solar HUB that combines a water purifier/desalinator and electric power station.",No,,,,cleantech|energy|solar power,B2C,sustainability,,,,,,,,,448,203,121,134,234,,,,,,316,309,2,292,8,0,0,,0,0,,11789,11773,0,11768,0,54,,,171,78,119,,,,,,,No Known Funding,,,,eindhoven,eindhoven,,,nld,EU,No,No,No,,,,,2014-03-30
fueloyal.com,51,51,55,https://mattermark.com/app/data/10646139/,http://fueloyal.com,"Fueloyal(tm) Corporation deployed an integrated Fuel Management platform. Utilizing state of the art hardware and software technologies along with Fueloyal's revolutionary web application & control suite provides a platform to effectively manage your entire fuel operation.

Fueloyal(tm) technology is an Enterprise class Fuel Fleet management Service, focused on managing devices based on location. The information and data collected from the mobile individual can be used in many areas and can be connected to a variety of back ends for reporting, data mining and intelligence.",No,,,,enterprise software|internet of things,B2B,internet of things|logistics,,2,2,0,0,2,0,0,81,73,11,49,65,,,,,,,,,,,,,,,,,2605,2603,0,345,655,6,6,0,4,2,100,4,4,0,4,0,,No Known Funding,,,,chicago,chicago,chicago,IL,usa,NA,No,No,No,,,,,2014-10-20
CHOPCHOP,50,50,-74,https://mattermark.com/app/data/10905188/,http://mychopchop.com,"Dynamic learning and task management app for cooking backed by artificial intelligence",No,,,,food & beverages|mobile,B2C,cooking,,,,,,,,,3,5,-40,2,50,,,,,,1133,1129,0,1129,0,,,,,,,448,449,0,446,0,2,2,0,13,8,63,,,,,,,No Known Funding,,,,london,london,london,,gbr,EU,Yes,No,Yes,,,,,2014-12-18
VoiceItt,49,37,-8,https://mattermark.com/app/data/158578/voiceitt,http://voiceitt.com,"Helps millions of people with speech disabilities to speak freely",No,,,,,B2C,,Indiegogo|MassChallenge|MassChallenge 2014 Program|Startupbootcamp,7,8,-1,-13,7,0,0,21,21,0,39,-46,,,,,,44,43,2,42,5,0,0,,0,6,-100,,,,,,,,,,,,45,42,7,40,13,2012,Pre Series A,0,,,ramat gan,ramat gan,,,isr,AS,No,No,No,,,,,2013-07-13
QuestOrganizer,49,49,284,https://mattermark.com/app/data/11018973/,http://questorganizer.com,"Add FREE Cities to your Flight Booking, International or domestic flights. Combine multiple cheap one ways to build a flight deals using the best travel hack",No,,,,search|transportation|travel,B2C,adventure travel|travel,,,,,,,,,8314,6594,26,5109,63,,,,,,47556,47586,0,48124,-1,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-07-20
MY SEX DOCTOR,49,49,5,https://mattermark.com/app/data/193584/,http://mysexdoctor.org,"",No,,,,dating|education|healthcare|mobile,B2C,health & wellness,,,,,,,,,20,20,0,20,0,,10,,10,,351,341,3,325,8,2,5,-60,14,13,8,1599,1580,1,1564,2,23,23,0,20,20,0,,,,,,,No Known Funding,,,,london,london,london,,gbr,EU,Yes,Yes,Yes,,,,,2013-10-02
HEVO Power,48,48,7,https://mattermark.com/app/data/145707/,http://hevopower.com,"We are creating the global standard of wireless charging. Our technology is designed to remove the pains at the plug with an integrated wireless solution. Learn more at hevopower.com",Yes,200000,,0,cleantech|retail|transportation,B2B|B2C,big data|supply chain|wholesale,,5,6,-1,-17,10,-5,-50,23,12,92,10,130,,,,,,,,,,,0,0,,0,0,,559,559,0,553,1,11,,,15,15,0,190,189,1,185,3,2011,Pre Series A,,,30000,new york,new york,new york,NY,usa,NA,No,No,No,,,,0,2013-05-03
wiffinity.com,48,48,-509,https://mattermark.com/app/data/10933789/,http://wiffinity.com,"Wiffinity is a network of WiFi hotspots that are easy to find and connect to thanks to our mobile app",No,,,,advertising|hospitality|mobile|travel,B2B|B2C,mobile advertising|tourism,,15,15,0,0,14,1,7,841,811,4,399,111,,,,,,345,315,10,291,19,,,,,,,565,563,0,556,2,21,21,0,2,2,0,37,,,,,2013,No Known Funding,,,,amsterdam,amsterdam,,,nld,EU,Yes,Yes,Yes,,,,,2015-03-19
bundesverband-meeresmuell.de,48,48,0,https://mattermark.com/app/data/11309441/,http://bundesverband-meeresmuell.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
TripMedic,48,48,71,https://mattermark.com/app/data/10948243/,http://tripmedic.com,"TripMedic allows travellers and expats to book practitioners who speak their language, have the right specialty, are nearby, and are available as required.",No,,,,healthcare,,,,,,,,,,,67,74,-9,64,5,,,,,,6,6,0,5,20,,,,,,,91,91,0,91,0,1,,,1,1,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-04-06
weatherxm.com,47,47,27,https://mattermark.com/app/data/294206/,http://weatherxm.com,"WeatherXm tracks the accuracy of meteorological forecasts to provide weather prediction.",No,,,,,,,,1,2,-1,-50,,,,45,65,-31,66,-32,,,,,,85,82,4,82,4,0,0,,0,0,,258,257,0,251,3,3,,,2,2,0,3,3,0,3,0,2012,No Known Funding,,,,,,,,,,Yes,Yes,No,,,,,2014-07-01
bcnhealthapp.com,47,47,103,https://mattermark.com/app/data/10919814/,http://bcnhealthapp.com,"In HealthApp we believe in health care professionals and they commitment with the patient.We are working to bring therapists closer to the day to day patie",No,,,,enterprise software|health it|healthcare,,,,10,9,1,11,6,4,67,,,,,,,,,,,,,,,,,,,,,,63,62,2,61,3,24,24,0,1,,,21,,,,,2013,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-02-22
anysolution.eu,46,46,92,https://mattermark.com/app/data/11309413/,http://anysolution.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,141,139,1,,,,,,,,,227,226,0,,,23,22,5,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
modio.io,46,46,46,https://mattermark.com/app/data/11309241/,http://modio.io,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Scuter,46,46,142,https://mattermark.com/app/data/11097884/,http://scuter.co,"The smart e-scooter sharing service that makes city mobility simple, enjoyable and sustainable",No,,,,cleantech,,internet of things,,,,,,,,,,,,,,,,,,,50,53,-6,,,,,,,,,1165,1156,1,1094,6,375,375,0,7,7,0,,,,,,,No Known Funding,,,,rome,rome,,,ita,EU,No,No,No,,,,,2015-09-10
MemoryStoria,46,46,29,https://mattermark.com/app/data/11255485/,http://memorystoria.com,"",No,,,,media|publishing,,social media,,,,,,,,,,,,,,,,,,,1236,1185,4,1098,13,,,,,,,207,207,0,207,0,1,,,1,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-12-12
Karisma Kidz,45,45,-6,https://mattermark.com/app/data/198941/karisma-kidz,http://karismakidz.co.uk,"Karismakidz offers children online Superheroes toys games for boys and girls to improve child self esteem, emotional intelligence and positive attitude.",No,,,,education|gaming,B2C,health & wellness,,,,,,,,,181,205,-12,98,85,,,,,,3397,3390,0,3381,0,42,23,83,131,354,-63,2210,2215,0,2244,-2,6,6,0,4,4,0,,,,,,,Pre Series A,0,2013-09-01,,london,london,london,,gbr,EU,No,No,No,30,,,,2013-10-15
iNovmapping,45,49,-503,https://mattermark.com/app/data/92873/,http://inovmapping.com,"iNovmapping develops 3D / 2D location based web and mobile apps, web gis and web sig, for geospatial branding, promotion and marketing using Google Earth and Maps.",No,,,,software development,B2C,maps|social media,Portugal Ventures,4,4,0,0,4,0,0,220,224,-2,259,-15,,,,,,136,136,0,136,0,0,0,,0,0,,5560,5570,0,5577,0,9,9,0,10,8,25,164,162,1,155,6,,Pre Series A,0,,,coimbra,coimbra,,,prt,EU,No,No,No,,,,,2013-04-04
bentekk.com,45,45,45,https://mattermark.com/app/data/11309424/,http://bentekk.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
hybridstat.gr,45,45,45,https://mattermark.com/app/data/11309474/,http://hybridstat.gr,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
sentibar,44,44,45,https://mattermark.com/app/data/11009461/,http://sentibar.com,"",No,,,,market research,B2B,big data,,,,,,,,,,,,,,,,,,,21,4,425,2,950,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-06-22
masunt.com,44,44,44,https://mattermark.com/app/data/11309226/,http://masunt.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
blindsquare.com,43,43,49,https://mattermark.com/app/data/10878273/,http://blindsquare.com,"BlindSquare is a GPS application developed for blind and visually-impaired people.",No,,,,mobile,,,,,,,,,,,116,129,-10,326,-64,373,321,16,279,34,1333,1304,2,1269,5,,,,,,,505,502,1,496,2,35,35,0,28,37,-24,,,,,,,No Known Funding,,,,helsinki,helsinki,,,fin,EU,Yes,No,Yes,,,,,2014-11-10
synelixis.com,43,43,43,https://mattermark.com/app/data/11309333/,http://synelixis.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,43,41,5,,,,,,,,,59,58,2,,,3,3,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Snapback,42,56,234,https://mattermark.com/app/data/249601/,http://snapback.io,"Touchless and sightless interfaces",No,,,,internet of things|mobile,,internet of things,Smart&Start – Invitalia,10,9,1,11,10,0,0,56,37,51,14,300,,,,,,534,532,0,506,6,3,3,0,8,48,-83,778,777,0,773,1,3,3,0,4,,,86,84,2,78,10,2013,Pre Series A,491400,2015-09-14,491400,rome,rome,,,ita,EU,No,No,No,6,0,2,245700,2014-03-12
xlab.si,42,42,346,https://mattermark.com/app/data/11309393/,http://xlab.si,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Sentimoto,42,42,40,https://mattermark.com/app/data/233209/sentimoto,http://sentimoto.com,"Wearable sensors for healthy ageing.",No,,,,hardware|internet of things|mobile|wearables,B2C,elder care|hardware|health & wellness|quantified self,,2,2,0,0,3,-1,-33,5,5,0,5,0,,,,,,169,166,2,167,1,1,0,,1,1,0,95,93,2,93,2,1,,,1,,,24,24,0,24,0,2013,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2014-01-21
The City Game,42,42,22,https://mattermark.com/app/data/268291/,http://thecitygame.com,"TheCityGame is an app, which empowers users to perform good actions for the environment and society.",No,,,,gaming|mobile,B2C,sustainability,,,,,,,,,173,163,6,153,13,,,,,,526,532,-1,540,-3,,,,,,,1903,1884,1,1724,10,85,120,-29,1,1,0,,,,,,,No Known Funding,,,,amsterdam,amsterdam,,,nld,EU,Yes,Yes,No,,,,,2014-04-12
ITTI,41,41,311,https://mattermark.com/app/data/10306630/,http://itti.com.pl,"",No,,,,,,,,64,63,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,No Known Funding,,,,poznan,poznan,,,pol,EU,No,No,No,,,,,2014-09-20
ClaimAir,41,41,232,https://mattermark.com/app/data/282839/,http://claimair.com,"Flight compensations guidebook - flight delays, cancellations, denied boardings and baggage related issues. Check your claims in a few clicks.",No,,,,mobile,B2C,travel,,,,,,,,,32,10,220,7,357,,,,,,103,103,0,104,-1,9,1,800,10,14,-29,694,694,0,687,1,3,6,-50,1,,,,,,,,,No Known Funding,,,,prague,prague,,,cze,EU,No,No,No,,,,,2014-06-05
