Company Name,Growth Score,Mindshare Score,Momentum Score,Mattermark URL,Website,Description,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Industry,Business Model,Keywords,Investors,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Has Google Play App,Has iTunes App,Months since last funding,Employees added since last funding,New person months since last funding,New funding employee growth,Date Added
Process Digital Audio,13,13,41,https://mattermark.com/app/data/236432/process-digital-audio,http://ecudap.com,"Management and control of noise.",No,,,,,,,,8,8,0,0,8,0,0,7,7,0,6,17,,,,,,234,235,0,235,0,0,0,,1,2,-50,1170,1171,0,1165,0,51,51,0,2,2,0,39,39,0,37,5,,Exited (other),,,,burgos,burgos,,,esp,EU,No,No,No,,,,,2014-01-30
Artica,13,13,-303,https://mattermark.com/app/data/10547679/,http://artica.cc,"",No,,,,education|robotics,B2C,diy|robotics,,,,,,,,,152,153,-1,135,13,,,,,,505,505,0,500,1,,,,,,,949,939,1,921,3,11,11,0,10,10,0,57,56,2,54,6,,No Known Funding,,,,cocos (keeling) islands,,,,cck,AS,No,No,No,,,,,2014-10-07
MathFem S.r.l.,13,13,0,https://mattermark.com/app/data/10618139/,http://mathfem.it,"",No,,,,,,,,2,2,0,0,,,,8,,,,,,,,,,,,,,,,,,,,,8,8,0,8,0,,,,,,,4,,,,,,No Known Funding,,,,italy,,,,ita,EU,No,No,No,,,,,2014-10-14
Five Flames Mobile,13,13,-6,https://mattermark.com/app/data/233885/five-flames-mobile,http://fiveflamesmobile.com,"Games and applications developer",No,,,,analytics|mobile,,,,11,11,0,0,10,1,10,5,5,0,5,0,,,,,,405,408,-1,407,0,0,2,-100,6,75,-92,83,82,1,82,1,1,,,1,1,0,19,18,6,14,36,2012,No Known Funding,,,,valladolid,valladolid,,,esp,EU,No,No,No,,,,,2014-01-21
lastminutesottocasa.it,13,13,61,https://mattermark.com/app/data/11309517/,http://lastminutesottocasa.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,6251,5652,11,,,,,,,,,31102,30582,2,,,882,882,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Cyclodeo,12,12,2,https://mattermark.com/app/data/141053/cyclodeo,http://cyclodeo.com,"Recording World's Bike Paths Together",No,,,,,B2C,maps|social media,,,,,,,,,2,4,-50,12,-83,,,,,,263,262,0,262,0,0,0,,1,1,0,536,535,0,529,1,2,2,0,5,5,0,,,,,,,No Known Funding,,,,nijmegen,,,,,,No,No,No,,,,,2013-04-26
Suop,12,12,-4,https://mattermark.com/app/data/237832/suop,http://suop.es,"Somos el primer operador movil gestionado por sus usuarios. Participa en la comunidad y consigue saldo y dinero.",No,,,,,,,,6,6,0,0,5,1,20,5357,5500,-3,8847,-39,,,,,,,,,,,5,0,,6,1,500,2001,1999,0,1994,0,25,25,0,48,38,26,46,45,2,44,5,,No Known Funding,,,,madrid,madrid,,,esp,EU,No,No,No,,,,,2014-02-04
Lume Games,12,12,0,https://mattermark.com/app/data/134842/lume-games,http://lumegames.com,"Lume Games is out to define social mixed reality gaming.",No,,,,gaming|mobile,B2C,,,,,,,,,,4,4,0,4,0,,,,,,26,26,0,25,4,,,,,,,22,22,0,22,0,1,1,0,1,,,,,,,,,No Known Funding,,,,helsinki,helsinki,,,fin,EU,No,No,No,,,,,2013-04-26
xpressomics.com,11,11,22,https://mattermark.com/app/data/11309394/,http://xpressomics.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,51,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Neosistec,11,11,36,https://mattermark.com/app/data/235890/neosistec,http://neosistec.com,"Developing solutions for smartphones",No,,,,software development,,,,15,16,-1,-6,10,5,50,73,39,87,17,329,,,,,,594,589,1,586,1,0,1,-100,19,109,-83,229,227,1,226,1,1,10,-90,1,,,134,132,2,131,2,2005,No Known Funding,,,,spain,,,,esp,EU,No,No,No,,,,,2014-01-28
ITIOX,11,11,32,https://mattermark.com/app/data/11033464/,http://itiox.com,"ITIOX Software & Apps",No,,,,,,,,,,,,,,,,,,,,,,,,,278,280,-1,272,2,,,,,,,71,70,1,70,1,,,,,,,,,,,,,No Known Funding,,,,,,,,,,Yes,Yes,Yes,,,,,2015-08-19
terasrl.it,10,10,10,https://mattermark.com/app/data/11309342/,http://terasrl.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,61,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Horus Technology,10,-11,0,https://mattermark.com/app/data/10343793/,http://horus.technology,"Horus Technology is a startup that combines technologies taken from robotics, health tech and augmented reality to enhance the lives of the blind and visually impaired.",No,,,,hardware,B2B,health & wellness|machine learning,5Lion Holdings,9,9,0,0,7,2,29,121,122,-1,116,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,54,6,46,24,2014,Pre Series A,900000,2016-01-13,900000,milan,milan,,,ita,EU,No,No,No,2,-1,1,900000,2014-09-22
inevio.com,9,9,-38,https://mattermark.com/app/data/11164250/,http://inevio.com,"",No,,,,enterprise software,B2B|SaaS,cloud computing|paas,,,,,,,,,,,,,,,,,,,236,236,0,238,-1,,,,,,,72,71,1,71,1,2,,,2,2,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-10-20
AvioniCS Control Systems,9,9,8,https://mattermark.com/app/data/11079782/,http://avioconsys.com,"AvioniCS Control Systems are a company specialized in electronics development, consulting and autopilots.",No,,,,hardware,,,,,,,,,,,12,32,-63,,,,,,,,205,198,4,191,7,,,,,,,714,711,0,696,3,16,16,0,26,25,4,,,,,,2012,No Known Funding,,,,katwijk,katwijk,,,nld,EU,No,No,No,,,,,2015-08-21
Gelt,9,9,74,https://mattermark.com/app/data/11085061/,http://geltapp.com,"Earn cash to buy in any supermarket! Indispensable to plan your purchases. Guaranteed saving your grocery shopping.",No,,,,,,,,,,,,,,,238,210,13,,,,,,,,1684,1652,2,1624,4,,,,,,,2233,2199,2,1931,16,91,91,0,50,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-08-21
Reduce my invoice,9,9,0,https://mattermark.com/app/data/276840/,http://reducemyinvoice.com,"",No,,,,e-commerce|education,B2B|Marketplace,social commerce|wholesale,,0,1,-1,-100,4,-4,-100,4,5,-20,5,-20,,,,,,35,,,,,0,1,-100,1,6,-83,,,,,,,,,,,,7,7,0,6,17,,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2014-05-23
English Bubble,9,9,46,https://mattermark.com/app/data/104670/,http://englishbubble.com,"Learn English through games with English Bubble. English Bubble create fun, social and personal language learning games and English classes.",No,,,,education|gaming|mobile,,,,2,2,0,0,2,0,0,10,5,100,5,100,,,,,,216,214,1,213,1,0,0,,0,3,-100,6694,6689,0,6695,0,9,9,0,11,11,0,42,42,0,42,0,,No Known Funding,,,,galway,galway,,,irl,EU,Yes,No,Yes,,,,,2013-04-04
blueonshop.de,8,8,16,https://mattermark.com/app/data/11309433/,http://blueonshop.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Tamuz Energy,8,8,0,https://mattermark.com/app/data/11058337/,http://tamuz-energy.com,"Industrial Process Heat from the Sun",No,,,,,,,,,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,No Known Funding,,,,rosh ha'ayin,rosh ha'ayin,,,isr,AS,No,No,No,,,,,2015-08-21
ADDACT,8,8,45,https://mattermark.com/app/data/250005/,http://addact.de,"ADDACT lasst die Fans entscheiden, wo ihre Lieblings-Acts auftreten. Echte Mitsprache fur echte Musik.",No,,,,crowdfunding|music,B2C,crowdsourcing,,,,,,,,,9,18,-50,165,-95,,,,,,359,356,1,352,2,1,0,,1,5,-80,909,865,5,865,5,2,,,1,1,0,,,,,,,No Known Funding,,,,lüneburg,lüneburg,,,deu,EU,No,No,No,,,,,2014-03-12
Oliva Card,8,8,12,https://mattermark.com/app/data/11050026/,http://olivacard.com,"Merchant solutions and networks",No,,,,,,,,,,,,,,,8,8,0,,,,,,,,45,46,-2,47,-4,,,,,,,58,58,0,57,2,2,,,2,,,,,,,,,No Known Funding,,,,barcelona,barcelona,,,esp,EU,No,No,No,,,,,2015-08-21
Trip Dashboard,7,7,0,https://mattermark.com/app/data/10896965/,http://tripdashboard.pt,"Trip Dashboard is a cloud-based data platform that helps tourism businesses optimizing their offer in real-time",No,,,,analytics|hospitality|travel,B2B|B2C|SaaS,,,2,3,-1,-33,,,,9,9,0,9,0,,,,,,118,118,0,118,0,0,0,,1,5,-80,270,269,0,269,0,1,,,1,1,0,40,39,3,37,8,2014,No Known Funding,,,,portugal,,,,prt,EU,No,No,No,,,,,2014-12-12
vulpinegames.com,7,7,-2,https://mattermark.com/app/data/10533442/,http://vulpinegames.com,"Vulpine Games is an Espoo based game development studio focusing on mobile and tablet games.",No,,,,gaming,,,,7,7,0,0,,,,8,8,0,14,-43,,,,,,53,53,0,54,-2,,,,,,,431,431,0,433,0,1,,,5,5,0,16,15,7,13,23,,No Known Funding,,,,espoo,espoo,,,fin,EU,No,No,No,,,,,2014-10-06
todai.co,7,7,0,https://mattermark.com/app/data/10889452/,http://todai.co,"Todai is a complete geolocation marketing toolsuite.",No,,,,advertising|marketing,B2B,advertising platform|location based services (lbs)|sales,,,,,,,,,4,4,0,4,0,,,,,,,,,,,,,,,,,19,19,0,19,0,,,,,,,,,,,,,No Known Funding,,,,lisbon,lisbon,,,prt,EU,No,No,No,,,,,2014-12-11
digital-worx.de,7,7,6,https://mattermark.com/app/data/10722050/,http://digital-worx.de,"",No,,,,,,,,,,,,,,,81,,,,,,,,,,106,102,4,95,12,,,,,,,138,137,1,137,1,1,1,0,1,,,3,,,,,1998,No Known Funding,,,,germany,,,,deu,EU,No,No,No,,,,,2014-10-29
rezguru.com,7,7,0,https://mattermark.com/app/data/10273521/,http://rezguru.com,"Allowing restaurants to optimize their capacity utilization and maximize their revenues.",No,,,,,,,,,,,,,,,12,12,0,7,71,,,,,,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-09-17
Rammin'Speed,7,7,48,https://mattermark.com/app/data/211323/ramminspeed,http://ramminspeed.com,"We are specializing in lifestyle games because that is the future of gaming.",No,,,,gaming|mobile,B2C,pets,,9,9,0,0,7,2,29,2,2,0,2,0,,,,,,,,,,,0,0,,0,0,,121,121,0,120,1,1,,,1,1,0,30,30,0,29,3,,No Known Funding,,,,,,,,,,Yes,Yes,No,,,,,2013-10-30
Vitalidi,6,6,0,https://mattermark.com/app/data/10357662/,http://vitalidi.com,"Joomla! - the dynamic portal engine and content management system",No,,,,healthcare|security,,,,,,,,,,,3,3,0,3,0,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,lisbon,lisbon,,,prt,EU,No,No,No,,,,,2014-09-22
Leansite,6,6,0,https://mattermark.com/app/data/11283831/,http://leansiteapp.com,"Construction site production and communication management web service",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,36,11,34,18,7,7,0,6,6,0,,,,,,,No Known Funding,,,,,tallinna,,,est,EU,No,No,No,,,,,2016-01-21
Tracktics,6,6,-248,https://mattermark.com/app/data/10899989/,http://tracktics.zone,"Wearable Performance Tracking for Team Sports",No,,,,entertainment,B2C,quantified self|sports,,,,,,,,,18,45,-60,45,-60,,,,,,31,31,0,29,7,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,zurich,zurich,,,che,EU,No,No,No,,,,,2014-12-15
GEM Biosoft,5,5,6,https://mattermark.com/app/data/191421/,http://gembiosoft.com,"",No,,,,,,,,2,2,0,0,2,0,0,2,2,0,2,0,,,,,,90,91,-1,87,3,0,0,,0,0,,180,180,0,180,0,1,,,9,9,0,68,67,1,63,8,,No Known Funding,,,,valencia,valencia,,,esp,EU,No,No,No,,,,,2013-09-26
ICON Multimedia,5,5,49,https://mattermark.com/app/data/234365/icon-multimedia,http://iconmm.com,"Digital Signage",No,,,,,,,,22,21,1,5,20,2,10,12,12,0,12,0,,,,,,643,643,0,640,0,2,0,,3,24,-88,,,,,,,,,,,,245,242,1,235,4,1993,No Known Funding,,,,palencia,palencia,,,esp,EU,No,No,No,,,,,2014-01-22
psychask.com,5,5,5,https://mattermark.com/app/data/11309289/,http://psychask.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,276,0,,,2,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
cool-farm.com,5,5,85,https://mattermark.com/app/data/10532464/,http://cool-farm.com,"The breakthrough system for hydroponic farms, designed to provide to your plants what they need, when they need it!",No,,,,agriculture|internet of things,,,,6,,,,,,,320,263,22,222,44,,,,,,1023,992,3,934,10,,,,,,,1985,1985,0,1939,2,21,21,0,96,88,9,21,19,11,12,75,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-10-06
localidata.com,4,4,9,https://mattermark.com/app/data/11309215/,http://localidata.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,171,166,3,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Trimek-Innovalia Metrology,4,4,28,https://mattermark.com/app/data/10731629/,http://trimek.com,"",No,,,,,,,,9,9,0,0,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,1995,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-10-30
DataLook,3,3,-30,https://mattermark.com/app/data/10989671/,http://datalook.io,"",No,,,,analytics,B2B,big data|charity / non-profit|data mining,,,,,,,,,4358,4523,-4,5558,-22,,,,,,880,872,1,817,8,,,,,,,1886,1884,0,1876,1,4,4,0,2,2,0,,,,,,,No Known Funding,,,,hamburg,hamburg,,,deu,EU,No,No,No,,,,,2015-05-15
fabulyzer.com,3,3,-6,https://mattermark.com/app/data/10889224/,http://fabulyzer.com,"Fabulyzer is a wearable health device that provides data on the user.",No,,,,healthcare,B2B|B2C,health & wellness|quantified self,,1,2,-1,-50,3,-2,-67,2,2,0,5,-60,,,,,,287,287,0,285,1,,,,,,,123,122,1,123,0,3,2,50,1,1,0,16,15,7,12,33,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-12-10
bringx.com,2,2,0,https://mattermark.com/app/data/10735515/,http://bringx.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,52,2,50,6,3,3,0,1,1,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-10-30
sidewalkdelivery.co,2,2,488,https://mattermark.com/app/data/11175402/,http://sidewalkdelivery.co,"SIDEWALK - automated city delivery robots.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-10-27
CareToSave,2,2,4,https://mattermark.com/app/data/10946750/,http://hyko.co,"Introducing Hyko - a revolutionary new product that lets you measure, understand, save energy in real-time and play while doing it. An investment that pays off by itself.",No,,,,education|energy|hardware,B2C,consumer electronics|kids,,,,,,,,,15,31,-52,25,-40,,,,,,7,7,0,7,0,,,,,,,350,350,0,341,3,5,5,0,1,1,0,,,,,,,No Known Funding,,,,amsterdam,amsterdam,,,nld,EU,No,No,No,,,,,2015-03-31
MyDocumenta,1,1,568,https://mattermark.com/app/data/10352481/,http://mydocumenta.com,"Powerful cloud-computing platform to create, share & publish multimedia contents. E-portfolio & authoring tool for students & teachers.",No,,,,,,,,,,,,,,,177,,,,,,,,,,1587,1588,0,,,,,,,,,6523,6525,0,6542,0,1,1,0,8,8,0,120,,,,,2011,No Known Funding,,,,new haven,new haven,,CT,usa,NA,No,No,No,,,,,2014-09-22
Adevice Solutions,1,1,0,https://mattermark.com/app/data/11063628/,http://adevice.es,"Adevice Solutions S.L",No,,,,,,,,,,,,,,,10,12,-17,,,,,,,,4,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,sevilla,sevilla,,,esp,EU,No,No,No,,,,,2015-08-21
thefridge.tv,1,1,3,https://mattermark.com/app/data/11309347/,http://thefridge.tv,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,542,1,,,9,9,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
In.Sight SRL,1,1,4,https://mattermark.com/app/data/10978317/,http://insightx.it,"In.sight is an innovative startup and spin-off of Palermo University, that has developed a low-cost technology for blind and visually impaired people.",No,,,,mobile,,,,,,,,,,,6,6,0,5,20,,,,,,65,66,-2,63,3,,,,,,,143,143,0,141,1,2,2,0,1,,,16,,,,,2014,No Known Funding,,,,italy,,,,ita,EU,No,No,No,,,,,2015-05-08
edisonweb.com,1,1,0,https://mattermark.com/app/data/11309559/,http://edisonweb.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1240,0,,,11,11,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Akselworks,1,1,-1090,https://mattermark.com/app/data/212748/akselworks,http://akselworks.com,"",No,,,,,B2B,,,2,2,0,0,2,0,0,151353,142862,6,141711,7,,,,,,342,340,1,345,-1,1,0,,2,1,100,17,17,0,17,0,,,,,,,7,7,0,7,0,2013,No Known Funding,,,,helsinki,helsinki,,,fin,EU,No,No,No,,,,,2013-11-03
Vicancy,1,1,342,https://mattermark.com/app/data/275866/,http://vicancy.com,"Video Advertising for Jobs",No,,,,advertising|career / job search,Advertising|B2B,recruiting|video,,11,11,0,0,12,-1,-8,101,178,-43,317,-68,,,,,,218,219,0,213,2,20,0,,22,10,120,230,229,0,213,8,10,10,0,2,,,58,57,2,53,9,2014,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-05-19
growthobjects.com,0,0,0,https://mattermark.com/app/data/11309469/,http://growthobjects.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
hyperon.gr,0,0,0,https://mattermark.com/app/data/11309476/,http://hyperon.gr,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
pflegeprotokoll.de,0,0,0,https://mattermark.com/app/data/11309274/,http://pflegeprotokoll.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
outofbounds.gr,0,0,0,https://mattermark.com/app/data/11309267/,http://outofbounds.gr,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,438,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
linkroma.it,0,0,0,https://mattermark.com/app/data/11309212/,http://linkroma.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
midorisrl.eu,0,0,0,https://mattermark.com/app/data/11309236/,http://midorisrl.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,98,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
humanityonline.org,0,0,4,https://mattermark.com/app/data/10832508/,http://humanityonline.org,"",No,,,,,B2B|B2C,collaboration|community,,1,,,,,,,2,2,0,10,-80,,,,,,161,161,0,162,-1,,,,,,,290,290,0,290,0,1,,,1,,,13,13,0,11,18,2014,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2014-11-06
presentec.de,0,0,0,https://mattermark.com/app/data/11309280/,http://presentec.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
s3transportation.com,0,0,0,https://mattermark.com/app/data/11309300/,http://s3transportation.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
terraspatium.gr,0,0,0,https://mattermark.com/app/data/11309343/,http://terraspatium.gr,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
gaia-nutrition.de,0,0,0,https://mattermark.com/app/data/11309538/,http://gaia-nutrition.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
themarketstrust.com,0,0,0,https://mattermark.com/app/data/11309348/,http://themarketstrust.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
meepmee.com,0,0,0,https://mattermark.com/app/data/11309230/,http://meepmee.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,166,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
oeex.org,0,0,0,https://mattermark.com/app/data/11309259/,http://oeex.org,"",No,,,,,,,,,,,,,,,,,,,,,,,,,41,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
rjcsoft.it,0,0,0,https://mattermark.com/app/data/11309297/,http://rjcsoft.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,5,4,25,,,,,,,,,38,38,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Mobics Ltd,0,0,9,https://mattermark.com/app/data/10477454/,http://mobics.gr,"",No,,,,,,,,5,5,0,0,,,,19,,,,,,,,,,,,,,,,,,,,,69,67,3,66,5,1,,,1,,,50,,,,,2007,No Known Funding,,,,greece,,,,grc,EU,No,No,No,,,,,2014-10-02
asi-soft.com,0,0,0,https://mattermark.com/app/data/11309417/,http://asi-soft.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
formicum.de,0,0,0,https://mattermark.com/app/data/11309532/,http://formicum.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
geratriz.pt,0,0,0,https://mattermark.com/app/data/11309544/,http://geratriz.pt,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
omnisens.eu,0,0,0,https://mattermark.com/app/data/11309260/,http://omnisens.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,229,229,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
m2m4all.com,0,0,0,https://mattermark.com/app/data/11309219/,http://m2m4all.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
magentalab.it,0,0,0,https://mattermark.com/app/data/11309221/,http://magentalab.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
tomappo.com,0,0,0,https://mattermark.com/app/data/11309353/,http://tomappo.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
allinbyte.com,0,0,0,https://mattermark.com/app/data/11309409/,http://allinbyte.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
njoycorporation.com,0,0,0,https://mattermark.com/app/data/11309252/,http://njoycorporation.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,2062,2064,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
spontano.se,0,0,-263,https://mattermark.com/app/data/10216595/,http://spontano.se,"Find great things to do tonight and get tickets with a few taps.",No,,,,,,,,7,7,0,0,,,,690,768,-10,1048,-34,,,,,,459,460,0,455,1,,,,,,,2596,2597,0,2598,0,19,19,0,2,7,-71,85,84,1,83,2,2013,No Known Funding,,,,stockholm,stockholm,,,swe,EU,No,No,No,,,,,2014-09-14
spaceexe.com,0,0,0,https://mattermark.com/app/data/11309321/,http://spaceexe.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
vatia.es,0,0,0,https://mattermark.com/app/data/11309369/,http://vatia.es,"",No,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
albufera-energystorage.com,0,0,0,https://mattermark.com/app/data/11309408/,http://albufera-energystorage.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
eodyne.com,0,0,0,https://mattermark.com/app/data/11309585/,http://eodyne.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
introme.fi,0,0,0,https://mattermark.com/app/data/11309496/,http://introme.fi,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
